,Unnamed: 0,Date,Country,Activity,Hemispheres,Months,Activities
2079,2079,31-Dec-1999,NEW ZEALAND,Surfing,Hemisphere-S,dec,surfing
2080,2080,31-Dec-1999,NEW ZEALAND,Swimming,Hemisphere-S,dec,swimming
2081,2081,31-Dec-1999,NEW ZEALAND,Bathing,Hemisphere-S,dec,bathing
2085,2085,02-Dec-1999,USA,Surfing,Hemisphere-N,dec,surfing
2086,2086,30-Nov-1999,USA,Surfing,Hemisphere-N,nov,surfing
2087,2087,23-Nov-1999,USA,Swimming,Hemisphere-N,nov,swimming
2088,2088,15-Nov-1999,USA,Surfing (sitting on his board),Hemisphere-N,nov,surfing
2089,2089,13 -Nov-1999,SOUTH AFRICA,Surfing,Hemisphere-S,nov,surfing
2094,2094,30-Oct-1999,USA,Body surfing,Hemisphere-N,oct,surfing
2095,2095,20-Oct-1999,USA,Surfing,Hemisphere-N,oct,surfing
2096,2096,01-Oct-1999,USA,"Surfing, lying on surfboard",Hemisphere-N,oct,surfing
2097,2097,29-Sep-1999,USA,Wading to shore after surfing,Hemisphere-N,sep,surfing
2102,2102,05-Sep-1999,USA,Surfing,Hemisphere-N,sep,surfing
2105,2105,26-Aug-1999,USA,Surfing,Hemisphere-N,aug,surfing
2106,2106,24-Aug-1999,USA,Surfing,Hemisphere-N,aug,surfing
2108,2108,21-Aug-1999,USA,Surfing,Hemisphere-N,aug,surfing
2110,2110,05-Aug-1999,USA,Body surfing,Hemisphere-N,aug,surfing
2112,2112,29-Jul-1999,SOUTH AFRICA,Surfing,Hemisphere-S,jul,surfing
2113,2113,26-Jul-1999,USA,Swimming with dolphins,Hemisphere-N,jul,swimming
2114,2114,21-Jul-1999,USA,Surfing,Hemisphere-N,jul,surfing
2118,2118,03-Jul-1999,SOUTH AFRICA,Surfing,Hemisphere-S,jul,surfing
2120,2120,17-Jun-1999,USA,Surfing,Hemisphere-N,jun,surfing
2121,2121,12-Jun-1999,USA,Swimming,Hemisphere-N,jun,swimming
2127,2127,01-Apr-1999,USA,Surfing,Hemisphere-N,apr,surfing
2130,2130,18-Mar-1999,USA,"Swimming, towing a kayak",Hemisphere-N,mar,swimming
2132,2132,14-Mar-1999,NEW ZEALAND,Fishing,Hemisphere-S,mar,fishing
2133,2133,08-Mar-1999,USA,Body surfing or body boarding,Hemisphere-N,mar,surfing
2134,2134,05-Mar-1999,USA,Swimming near pod of whales,Hemisphere-N,mar,swimming
2136,2136,23-Feb-1999,AUSTRALIA,Surfing,Hemisphere-S,feb,surfing
2137,2137,03-Feb-1999,USA,Surfing,Hemisphere-N,feb,surfing
2145,2145,24-Dec-1998,USA,Surfing,Hemisphere-N,dec,surfing
2149,2149,15-Dec-1998,AUSTRALIA,Surfing,Hemisphere-S,dec,surfing
2150,2150,21-Nov-1998,USA,Swimming,Hemisphere-N,nov,swimming
2151,2151,14-Nov-1998,USA,Surfing,Hemisphere-N,nov,surfing
2153,2153,05-Nov-1998,USA,Surfing,Hemisphere-N,nov,surfing
2156,2156,24-Oct-1998,USA,Swimming,Hemisphere-N,oct,swimming
2157,2157,18-Oct-1998,SOUTH AFRICA,Surfing,Hemisphere-S,oct,surfing
2158,2158,10-Oct-1998,USA,Surfing,Hemisphere-N,oct,surfing
2162,2162,27-Sep-1998,USA,Surfing,Hemisphere-N,sep,surfing
2163,2163,22-Sep-1998,USA,Surfing,Hemisphere-N,sep,surfing
2165,2165,14-Sep-1998,USA,Surfing,Hemisphere-N,sep,surfing
2167,2167,30-Aug-1998,USA,Surfing,Hemisphere-N,aug,surfing
2174,2174,01-Aug-1998,SOUTH AFRICA,Surfing (or body boarding),Hemisphere-S,aug,surfing
2175,2175,01-Aug-1998,SOUTH AFRICA,Spearfishing,Hemisphere-S,aug,spearfishing
2177,2177,25-Jul-1998,USA,Surfing,Hemisphere-N,jul,surfing
2179,2179,11-Jul-1998,SOUTH AFRICA,Surfing,Hemisphere-S,jul,surfing
2180,2180,06-Jul-1998,SOUTH AFRICA,Surfing,Hemisphere-S,jul,surfing
2183,2183,08-Jun-1998,USA,Surfing,Hemisphere-N,jun,surfing
2184,2184,05-Jun-1998,SOUTH AFRICA,Surfing,Hemisphere-S,jun,surfing
2185,2185,30-May-1998,SOUTH AFRICA,Surfing,Hemisphere-S,may,surfing
2188,2188,25-May-1998,USA,Surfing,Hemisphere-N,may,surfing
2189,2189,16-May-1998,USA,Swimming,Hemisphere-N,may,swimming
2190,2190,16-May-1998,USA,Swimming / surfing,Hemisphere-N,may,swimming
2193,2193,21-Apr-1998,USA,Surfing (lying prone on his board),Hemisphere-N,apr,surfing
2197,2197,31-Mar-1998,USA,Swimming,Hemisphere-N,mar,swimming
2199,2199,08-Mar-1998,USA,Swimming or paddle boarding,Hemisphere-N,mar,swimming
2200,2200,23-Feb-1998,USA,Swimming,Hemisphere-N,feb,swimming
2204,2204,25-Jan-1998,SOUTH AFRICA,Surfing,Hemisphere-S,jan,surfing
2205,2205,17-Jan-1998,AUSTRALIA,Surfing,Hemisphere-S,jan,surfing
2210,2210,28-Dec-1997,SOUTH AFRICA,Spearfishing,Hemisphere-S,dec,spearfishing
2213,2213,25-Dec-1997,USA,Swimming,Hemisphere-N,dec,swimming
2218,2218,28-Oct-1997,USA,Body boarding or surfing,Hemisphere-N,oct,surfing
2219,2219,24-Oct-1997,USA,Surfing,Hemisphere-N,oct,surfing
2220,2220,21-Oct-1997,USA,Surfing,Hemisphere-N,oct,surfing
2222,2222,04-Oct-1997,USA,Swimming,Hemisphere-N,oct,swimming
2224,2224,09-Sep-1997,USA,Surfing,Hemisphere-N,sep,surfing
2225,2225,08-Sep-1997,USA,Surfing,Hemisphere-N,sep,surfing
2226,2226,06-Sep-1997,USA,Surfing,Hemisphere-N,sep,surfing
2227,2227,30-Aug-1997,USA,Surfing,Hemisphere-N,aug,surfing
2228,2228,27-Aug-1997,USA,Walking / surfing,Hemisphere-N,aug,surfing
2229,2229,24-Aug-1997,USA,Surfing (sitting on his board),Hemisphere-N,aug,surfing
2236,2236,09-Aug-1997,USA,Surfing,Hemisphere-N,aug,surfing
2238,2238,04-Aug-1997,USA,Wade-fishing,Hemisphere-N,aug,fishing
2239,2239,02-Aug-1997,USA,Body surfing,Hemisphere-N,aug,surfing
2240,2240,02-Aug-1997,USA,Wading / Surfing,Hemisphere-N,aug,surfing
2241,2241,27-Jul-1997,AUSTRALIA,Surfing,Hemisphere-S,jul,surfing
2242,2242,21-Jul-1997,SOUTH AFRICA,Surfing,Hemisphere-S,jul,surfing
2247,2247,24-Jun-1997,USA,Spearfishing / night diving,Hemisphere-N,jun,spearfishing
2249,2249,09-Jun-1997,USA,Surfing,Hemisphere-N,jun,surfing
2251,2251,02-Jun-1997,USA,"Body surfing, stood up on sandbar",Hemisphere-N,jun,surfing
2252,2252,31-May-1997,USA,Spearfishing,Hemisphere-N,may,spearfishing
2253,2253,31-May-1997,USA,Surfing,Hemisphere-N,may,surfing
2254,2254,31-May-1997,USA,Surfing,Hemisphere-N,may,surfing
2258,2258,28-Feb-1997,AUSTRALIA,Swimming,Hemisphere-S,feb,swimming
2267,2267,29-Dec-1996,AUSTRALIA,Surfing,Hemisphere-S,dec,surfing
2268,2268,10-Dec-1996,SOUTH AFRICA,Surfing,Hemisphere-S,dec,surfing
2271,2271,29-Nov-1996,USA,Surfing,Hemisphere-N,nov,surfing
2272,2272,18-Nov-1996,USA,Surfing,Hemisphere-N,nov,surfing
2276,2276,05-Oct-1996,USA,Surfing,Hemisphere-N,oct,surfing
2277,2277,03-Oct-1996,USA,Surfing,Hemisphere-N,oct,surfing
2278,2278,03-Oct-1996,USA,Surfing,Hemisphere-N,oct,surfing
2280,2280,18-Sep-1996,USA,Swimming,Hemisphere-N,sep,swimming
2282,2282,06-Sep-1996,USA,Surfing / Swimming,Hemisphere-N,sep,swimming
2286,2286,01-Sep-1996,SOUTH AFRICA,Spearfishing,Hemisphere-S,sep,spearfishing
2289,2289,11-Aug-1996,USA,Wade fishing,Hemisphere-N,aug,fishing
2293,2293,21-Jul-1996,USA,Swimming,Hemisphere-N,jul,swimming
2294,2294,20-Jul-1996,USA,Swimming,Hemisphere-N,jul,swimming
2299,2299,25-Jun-1996,USA,Body surfing,Hemisphere-N,jun,surfing
2300,2300,06-Jun-1996,AUSTRALIA,Surfing,Hemisphere-S,jun,surfing
2301,2301,04-Jun-1996,SOUTH AFRICA,Surfing,Hemisphere-S,jun,surfing
2302,2302,28-May-1996,SOUTH AFRICA,Surfing,Hemisphere-S,may,surfing
2304,2304,18-May-1996,USA,Surfing,Hemisphere-N,may,surfing
2306,2306,07-May-1996,USA,Surfing,Hemisphere-N,may,surfing
2308,2308,25-Apr-1996,AUSTRALIA,Swimming,Hemisphere-S,apr,swimming
2309,2309,25-Apr-1996,AUSTRALIA,Swimming,Hemisphere-S,apr,swimming
2311,2311,05-Mar-1996,AUSTRALIA,Swimming breast stoke,Hemisphere-S,mar,swimming
2312,2312,Mar-1996,AUSTRALIA,Fishing in knee-deep water,Hemisphere-S,mar,fishing
2319,2319,04-Feb-1996,AUSTRALIA,Swimming,Hemisphere-S,feb,swimming
2321,2321,22-Jan-1996,AUSTRALIA,Swimming,Hemisphere-S,jan,swimming
2322,2322,16-Jan-1996,USA,Swimming with mask & snorkel,Hemisphere-N,jan,swimming
2334,2334,21-Oct-1995,USA,Surfing,Hemisphere-N,oct,surfing
2336,2336,01-Oct-1995,USA,Surfing,Hemisphere-N,oct,surfing
2337,2337,30-Sep-1995,USA,Surfing,Hemisphere-N,sep,surfing
2338,2338,30-Sep-1995,USA,Surfing,Hemisphere-N,sep,surfing
2340,2340,19-Sep-1995,USA,Surfing,Hemisphere-N,sep,surfing
2341,2341,17-Sep-1995,USA,Swimming,Hemisphere-N,sep,swimming
2346,2346,03-Sep-1995,USA,Swimming,Hemisphere-N,sep,swimming
2347,2347,31-Aug-1995,USA,Surfing,Hemisphere-N,aug,surfing
2350,2350,26-Aug-1995,USA,Surfing,Hemisphere-N,aug,surfing
2351,2351,26-Aug-1995,USA,Surfing,Hemisphere-N,aug,surfing
2352,2352,25-Aug-1995,USA,Swimming,Hemisphere-N,aug,swimming
2353,2353,22-Aug-1995,USA,Swimming ,Hemisphere-N,aug,swimming
2354,2354,22-Aug-1995,USA,Surfing,Hemisphere-N,aug,surfing
2358,2358,13-Aug-1995,USA,Swimming,Hemisphere-N,aug,swimming
2359,2359,10-Aug-1995,USA,Surfing,Hemisphere-N,aug,surfing
2364,2364,28-Jul-1995,USA,Surfing,Hemisphere-N,jul,surfing
2365,2365,28-Jul-1995,USA,Surfing,Hemisphere-N,jul,surfing
2366,2366,28-Jul-1995,USA,Surfing,Hemisphere-N,jul,surfing
2369,2369,24-Jul-1995,USA,Swimming,Hemisphere-N,jul,swimming
2372,2372,08-Nov-1984,SOUTH AFRICA,Surfing,Hemisphere-S,nov,surfing
2373,2373,06-Jul-1995,USA,Surfing,Hemisphere-N,jul,surfing
2374,2374,03-Jul-1995,USA,Fishing,Hemisphere-N,jul,fishing
2379,2379,17-Jun-1995,USA,Surfing,Hemisphere-N,jun,surfing
2380,2380,17-Jun-1995,USA,Swimming,Hemisphere-N,jun,swimming
2381,2381,16-Jun-1995,USA,Swimming,Hemisphere-N,jun,swimming
2382,2382,14-Jun-1995,USA,Swimming,Hemisphere-N,jun,swimming
2386,2386,26-May-1995,USA,Surfing,Hemisphere-N,may,surfing
2395,2395,11-Mar-1995,AUSTRALIA,Surfing,Hemisphere-S,mar,surfing
2397,2397,19-Feb-1995,SOUTH AFRICA,Swimming,Hemisphere-S,feb,swimming
2399,2399,24-Jan-1995,SOUTH AFRICA,Swimming,Hemisphere-S,jan,swimming
2406,2406,18-Dec-1994,USA,"Surfing, sitting on board",Hemisphere-N,dec,surfing
2413,2413,25-Nov-1994,SOUTH AFRICA,Spearfishing,Hemisphere-S,nov,spearfishing
2414,2414,13-Nov-1994,USA,"Surfing, paddling seawards",Hemisphere-N,nov,surfing
2415,2415,06-Nov-1994,USA,Surfing,Hemisphere-N,nov,surfing
2419,2419,05-Oct-1994,USA,Surfing,Hemisphere-N,oct,surfing
2420,2420,26-Sep-1994,USA,Swimming,Hemisphere-N,sep,swimming
2421,2421,21-Sep-1994,USA,Surfing,Hemisphere-N,sep,surfing
2428,2428,09-Jul-1994,SOUTH AFRICA,Surfing,Hemisphere-S,jul,surfing
2429,2429,09-Jul-1994,SOUTH AFRICA,Surfing,Hemisphere-S,jul,surfing
2431,2431,08-Jul-1994,USA,Surfing,Hemisphere-N,jul,surfing
2433,2433,31-May-1994,USA,Surfing,Hemisphere-N,may,surfing
2434,2434,31-May-1994,USA,Surfing,Hemisphere-N,may,surfing
2435,2435,28-May-1994,USA,Spearfishing,Hemisphere-N,may,spearfishing
2438,2438,15-May-1994,USA,Surfing,Hemisphere-N,may,surfing
2443,2443,02-Apr-1994,SOUTH AFRICA,Spearfishing,Hemisphere-S,apr,spearfishing
